member_id,member_primary_name,member_location,member_country
28746,Centro Iberico de Restauracion Fluvial,"Zaragoza, Spain",Spain
28748,Sociedad(e) Iberica de Micologia,"Mostoles, Madrid, Spain",Spain
28750,CMV Verlag,"Nurnberg, Germany",Germany
28751,Sociological Review Foundation,"Lancaster, United Kingdom",United Kingdom
28752,"Academys Herald, Private Institution of Higher Education Moscow Academy of Entrepreneurship","Moscow, Russia",Russia
28753,CIRU - Centar za istrazivanje i razvoj upravljanja d.o.o.,"Zagreb, Croatia",Croatia
28754,Atlas of Genetics and Cytogenetics in Oncology and Hematology,"Salamanca, Spain",Spain
28757,Federal University of Technology Akure,"Akure, Ondo State",Ondo State
28758,Nordic Digital Publishing,"Helsinki, Finland",Finland
28762,Universidad Nacional Jose Faustino Sanchez Carrion,"Huacho, Lima, Peru",Peru
28786,Turkish Journal of Analytical Chemistry.,"Cankaya/Ankara, Turkey",Turkey
28799,Uludag University Faculty of Theology,"Nilufer, Bursa, Turkey",Turkey
28800,International Journal of Research in Ayurveda and Medical Sciences,"Ahmednagar, Maharashtra, India",India
28801,Clinica Guayaquil,"Guayaquil, Guayas, Ecuador",Ecuador
28802,"Tap chi Khoa hoc, Dai hoc Tan Trao","Tuyen Quang Province, Vietnam",Vietnam
28803,Asociacion Espanola de Audiologia,"Granada, Spain",Spain
28804,S.Seifullin Kazakh Agro Technical University,Nur-Sultan,Nur-Sultan
28805,Insan Medeniyet Hareketi,"Eyup/Istanbul, Turkey",Turkey
28806,"Neumologia Pediatrica, Sociedad Chilena de Neumologia Pediatrica","Santiago, Comuna de Las Condes, Chile",Chile
28807,Universitas Muhammadiyah Kendari,"Kendari, Indonesia",Indonesia
28808,Advance Journal of Pharmaceutical Sciences,"Rampur, Uttar Pradesh, India",India
28809,"Tokat Gaziosmanpasa Universitesi Islami Ilimler Fakultesi, Tokat Ilmiyat Dergisi","Merkez/Tokat, Turkey",Turkey
28811,International Journal of Engineering and Innovative Technology (IJEIT),"Bhopal, Madhya Pradesh, India",India
28812,Societa di Ortoflorofrutticoltura Italiana (SOI),"Sesto Fiorentino, Italy",Italy
28813,Bee Studies- Apiculture Research Institute,"Altınordu, Ordu, Turkey",Turkey
28814,Korean Association of Coaching Psychology,"Chuncheon-si, Gangwon-do, South Korea",South Korea
28816,Indian Society of Agricultural Engineers,"Pusa Campus, Delhi, India",India
28817,VostokSibAcademCenter,"Irkutsk, Russia",Russia
28818,Dhruva College of Management,"Hyderabad, Telengana, India",India
28819,Instituto de Investigaciones Ambientales del Pacifico - John Von Neumann,"Quibdo, Choco, Colombia",Colombia
28820,The Korean Society for Nursing Ethics,"Changwon-si, Gyeongsangnam-do, South Korea",South Korea
28821,Dokuz Eylul University,"Buca/Izmir, Turkey",Turkey
28823,Indygo Zahir Media,"Wroclaw, Dolnoslaskie, Poland",Poland
28824,Sudanese Online Research Journal,"Khartoum, Sudan",Sudan
28825,SPACE Studies of Planning and Architecture Ltd,"London, United Kingdom",United Kingdom
28826,Journal of Electrical Engineering and Information Technologies,"Skopje, Macedonia",Macedonia
28827,The Animation Society of Korea,"Seoul, South Korea",South Korea
28828,Sekolah Tinggi Ilmu Tarbiyah Madani Yogyakarta,"Bantul, Yogyakarta, Indonesia",Indonesia
28829,Sekolah Tinggi Teologi Tenggarong,"Tenggarong, Kalimantan Timur, Indonesia",Indonesia
28830,Contemporary Pediatric Dentistry,"Sivas, Kampus, Turkey",Turkey
28831,Plant Archives,"Etawah, Uttar Pradesh, India",India
28832,Nunavut Services O.U.,"Tallinn, Estonia",Estonia
28833,Gunes Vakfi,"Yakutiye/Erzurum, Artvin, Turkey",Turkey
28836,RCMOS - Revista Cientifica Multidisciplinar O Saber,"Higienopolis, Sao Paulo, Brazil",Brazil
28837,SIELAE - Seminario Interdisciplinar,"Cambre (A Coruña), Spain",Spain
28839,German Multidisciplinary Publishing Center,"Regensburg, Germany",Germany
28840,Red Academica Iberoamericana de Comunicacion,"La Cala del Moral, Spain",Spain
28843,Knowledge-based Engineering and Sciences,"Graz, Austria",Austria
28844,Universidad Peruana Los Andes,"Huancayo, Junin, Peru",Peru
28846,"Faculty of Law, Tekirdag Namik Kemal University","Suleymanpasa, Tekirdag, Turkey",Turkey
28847,Glohea Inc.,"Wausau, WI, United States",United States
28850,British Association for Chinese Studies,"Sheffield, United Kingdom",United Kingdom
28851,Revista Publicando Publishing House,"Miami Gardens, FL, United States",United States
28852,Escuela Naval de Suboficiales ARC Barranquilla,"Barranquilla, Colombia",Colombia
28853,Journal of Educational and Management Studies,"Aziziye, Erzurum, Turkey",Turkey
28854,Sekolah Tinggi Agama Islam (STAI) Binamadani,"Tangerang, Banten, Indonesia",Indonesia
28855,"Professioni Infermieristiche, CNAI","Rome, Italy",Italy
28859,STAI Sebelas April Sumedang,"Sumedang, Jawa Barat, Indonesia",Indonesia
28860,Neurons Behavior Data Analysis and Behavior,"Philadelphia, PA, United States",United States
28861,"Signals and Systems Laboratory, University Mhamed Bougara of Boumerdes","Boumerdes, Algeria",Algeria
28864,SvedbergOpen,"Uppal, Hyderbad, India",India
28866,Osrodek Rozwoju Spoleczenstwa Obywatelskiego,"Warszawa, Poland",Poland
28867,LLP International Educational Corporation,,
28868,International Association of Research Scholars,"Office, VIC, Australia",Australia
28869,University of Ljubljana,"Ljubljana, Slovenia",Slovenia
28870,National Academy of Forensic Engineers,"Alexandria, VA, United States",United States
28871,"Jurnal Kesehatan, STIKes Muhammadiyah Ciamis","Ciamis, Jawa Barat, Indonesia",Indonesia
28872,CIC Lembaga Riset dan Konsultan Sosial,"Depok, Jawa Barak, Indonesia",Indonesia
28873,Jurnal Kesehatan dan Sains (JKS) STIKES Griya Husada Sumbawa,"Sumbawa, Indonesia",Indonesia
28874,Magyar Hadtudomanyi Tarsasag,Hungary,Hungary
28875,Turkish Journal of Remote Sensing,"Mersin, Turkey",Turkey
28876,Oksident,"Nilufer / Bursa, Turkey",Turkey
28877,"Journal of Archaeology, Ege University","Bornova, Izmir, Turkey",Turkey
28880,"Journal of Global Medicine, Ibadan Medical Specialist Group","Birmingham, United Kingdom",United Kingdom
28881,Jurnal Pendidikan Dasar Flobamorata (JPDF) Program Studi Pendidikan Guru Sekolah Dasar (PGSD),"Kupang, East Nusa Tenggara, Indonesia",Indonesia
28882,"Direktorat Pendidikan Masyarakat dan Pendidikan Khusus, Ditjen PAUD Dikdas Dikmen, Kemdikbud","Jakarta Selatan, Indonesia",Indonesia
28883,Centre of Excellence for Development Impact and Learning (CEDIL),"Oxford, United Kingdom",United Kingdom
28884,Asociacion Colombiana de Hematologia y Oncologia,"Bogota, Colombia",Colombia
28885,Reflexao Academica,"Curitiba, Panana, Brazil",Brazil
28886,Journal of Mahad Aly Al Fithrah: PUTIH (Jurnal Pengetahuan tentang Ilmu dan Hikmah),"Surabaya, East Java, Indonesia",Indonesia
28887,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Syekh Manshur,"Pandeglang, Banten, Indonesia",Indonesia
28889,Оnline Publishing Lie Gudzyk,Ukraine,Ukraine
28890,"Institute of Psychology, Czech Academy of Sciences","Brno, Czech Republic",Czech Republic
28891,"California Fish and Wildlife Journal, California Department of Fish and Wildlife","Sacramento, CA, United States",United States
28892,DP Express-obyava,"Kyiv, Ukraine",Ukraine
28893,OpenCFD Ltd,"Bracknell, Berkshire, United Kingdom",United Kingdom
28894,Nigerian Society for Animal Production (NSAP),Ibadan,Ibadan
28897,Shandong University of Science and Technology,"Qingdao, Shandong, China",China
28898,Gelisim ve Psikoloji Dergisi (GPD),"Cankaya/Ankara, Turkey",Turkey
28899,"Institute of Islamic Studies, Punjab University, Lahore",,
28900,Dunya Veteriner Dergisi,"Ankara, Yenimahalle, Turkey",Turkey
28901,"Institute of Business Administration, Jahangirnagar University (IBA-JU)",Dhaka,Dhaka
28902,Fair East Publishers,"Peshawar, Khyber Pakhtunkhwa",Khyber Pakhtunkhwa
28903,Center for Security and Emerging Technology (CSET),"Washington, DC, United States",United States
28904,Al-Razi University,"Sanaa, Yemen",Yemen
28905,International Journal of Medical Science and Health Research,"Shamgarh, Madhya Pradesh, India",India
28906,Medical Association of Pharmacopuncture Institute,"Gangseo-gu, Seoul, South Korea",South Korea
28908,Acta Universitatis Upsaliensis,Sweden,Sweden
28910,Journal of Science and Technological Researches,"Karond, Madhya Pradesh, India",India
28911,STIE Muara Teweh,"Muara Teweh, Central Kalimantan, Indonesia",Indonesia
28912,Moroccan Association for Research and Ethics,"Taroudannt, Morocco",Morocco
28913,Indonesian Young Scientist Group,"Jakarta, Indonesia",Indonesia
28914,"Academy of Music, University of Sarajevo","Sarajevo, Bosnia and Herzegovina",Bosnia and Herzegovina
28915,Politeknik Negeri Medan,"Kota Medan, North Sumatra, Indonesia",Indonesia
28917,Journal of Hospitality and Tourism Issues,"Sirnak, Merkez, Turkey",Turkey
28918,Uluslararasi Hukuk ve Sosyal Bilim Arastirmalari Dergisi,"Kavacık Mah., Beykoz, Turkey",Turkey
28919,Universitas Tamansiswa Palembang,"Palembang, Sumatera Selatan, Indonesia",Indonesia
28920,Sanglah Hospital - Udayana University,"Kota Denpasar,, Bali, Indonesia",Indonesia
28921,Gomel State Medical University,"Gomel, Belarus",Belarus
28922,Asosiasi Perguruan Tinggi Informatika dan Komputer (APTIKOM) Sumsel,"Palembang, Sumatera Selatan, Indonesia",Indonesia
28923,Israa University Journal for Scientific Conferences,,
28924,RAS Publishers LLC,"Sheridan, WY, United States",United States
28925,"Jurnal Lentera:Jurnal studi Pendidikan, Yayasan Pembina Lembaga Pendidikan (YPLP) PGRI Sumbawa Barat","Sumbawa Barat, Nusa Tenggara Barat, Indonesia",Indonesia
28926,Boston Science Publishing,"San Francisco, CA, United States",United States
28927,Center for Positive Sexuality,"Burbank, CA, United States",United States
28928,United Edition of the Federal Penitentiary Service of Russia,"Moscow, Russia",Russia
28929,"Resilience Research, Training and Consulting",Piliyandala,Piliyandala
28932,Association of Lithuanian Serials (Publications),"Vilnius, Lithuania",Lithuania
28935,Sekolah Tinggi Manajemen Informatika dan Komputer DCI,"Tasikmalaya, Jawa Barat, Indonesia",Indonesia
28936,Perkumpulan Program Studi Pendidikan Islam Anak Usia Dini Indonesia,"Yogyakarta, Indonesia",Indonesia
28937,The Journal of School and University Medicine,"Cluj-Napoca, Cluj, Romania",Romania
28938,"Jurnal Pembelajaran Sastra, HISKI Komisariat Malang","Malang, East Java, Indonesia",Indonesia
28939,Turkiye Insansiz Hava Araclari Dergisi,"Mersin/ Yenisehir, Mersin, Turkey",Turkey
28940,"Katanov Khakass State University Bulletin, Katanov Khakass State University","Abakan, Russia",Russia
28941,Fruit Research Institute Egirdir Isparta Turkey,"Seciniz, Turkey",Turkey
28942,Korkut Ata Turkiyat Arastirmalari Dergisi,"Seciniz, Turkey",Turkey
28943,Ankara Yildirim Beyazit Universitesi Turkiye Saglik Bilimleri ve Arastirmalari Dergisi,"Cubuk, Ankara, Turkey",Turkey
28944,Nicel Bilimler Dergisi based at ESOGU Istatistik Danismanlik Uygulama ve Arastirma Merkezi,"Odunpazari, Eskisehir, Turkey",Turkey
28945,International Journal of Filologia,"Adiyaman, Turkey",Turkey
28946,Journal of Teacher Education and Lifelong Learning,"Konya, Turkey",Turkey
28947,Deniz Bedir,"Aziziye/Erzurum, Turkey",Turkey
28948,International Journal of Scientific Advances,"Taipei, Taiwan",Taiwan
28949,Avrasya Arastirma Gelistirme Bilim ve Teknoloji Merkezi Limited Sirketi,"Selcuklu, Konya, Turkey",Turkey
28950,Universitas Sari Mutiara Indonesia,"Medan, Sumatera Utara, Indonesia",Indonesia
28951,Ondokuz Mayis University,"Samsum, Turkey",Turkey
28952,Akif Akgul,"Sakarya, Serdivan, Turkey",Turkey
28956,Non-Governmental Scientific Organization “Foundation of Public Initiatives”,"Dnipro, Ukraine",Ukraine
28958,Stratejik Arastirmalar ve Verimlilik Genel Mudurlugu Verimlilik Dergisi,"Cankaya/Ankara, Turkey",Turkey
28959,Turkish Journal of Landscape Research,"Isparta, Turkey",Turkey
28960,"Journal of Recreation and Landscape, Jeonbuk National University","Deokjin-gu, Jeonju-si, Jeollabuk-do, South Korea",South Korea
28961,Noble Academic Publisher,"Rahim Yar Khan, Punjab",Punjab
28962,"Journal of Theology, Bozok University","Yozgat, Turkey",Turkey
28963,Perhimpunan Pakar Gizi Dan Pangan (Pergizi Pangan) DPD NTT,"Kupang, Nusa Tenggara Timur, Indonesia",Indonesia
28964,The Institute of Lithuanian Literature and Folklore,"Vilnius, Lithuania",Lithuania
28965,University of Tuzla,"Tuzla, Bosnia and Herzegovina",Bosnia and Herzegovina
28966,International Conference on Aesthetics and the Sciences of Art,"Bandung, Jawa Barat, Indonesia",Indonesia
28967,"Fakultas Teknik, Universitas Andi Djemma","Palopo, Sulawesi Selatan, Indonesia",Indonesia
28974,PAIFORI - The Society of Indonesian Exercise Physiology,"Bandung, West Java, Indonesia",Indonesia
28975,Australasian Association of Writing Programs,"Melbourne, VIC, Australia",Australia
28976,Almaty Academy of Economy and Statistic,,
28977,Yegah Musiki Dergisi,"Merkez/Tokat, Turkey",Turkey
28978,Ankara Sosyal Bilimler Universitesi,"Ulus/Ankara, Turkey",Turkey
28979,Asian Medical Students Association International (AMSA International),"Kuala Lumpur, Malaysia",Malaysia
28981,Skeena Publishers,"Chandler, AZ, United States",United States
28982,"Jurnal Sains Teknologi Transportasi Maritim, Akademi Maritim Suaka Bahari Cirebon","Cirebon, Jawa Barat, Indonesia",Indonesia
28983,Education and Talent Development Center Indonesia (ETDC Indonesia),"Makassar, South Sulawesi, Indonesia",Indonesia
28984,Perkumpulan Intelektual Madani Indonesia,"Makassar, Sulawesi Selatan, Indonesia",Indonesia
28985,A.B. Bekturov Institute of Chemical Sciences,,
28986,Editorial Tecnocientifica Americana And Sinergia Academica,"Amarillo, TX, United States",United States
28988,Research and Scientific Innovation Society,"Gurugram, Haryana, India",India
28990,Scientific Publishing Center InterConf,"Kyiv, Ukraine",Ukraine
28991,"Postgraduate Medical Institute, Lahore General Hospital","Lahore, Punjab",Punjab
28992,International Journal of Research and Innovation in Applied Science,"Gurugam, Haryana, India",India
28994,Agenda Publishing House Limited,United Kingdom,United Kingdom
28996,"Deep QuanTech, LLC","New York, NY, United States",United States
28997,European Association for Architectural Education,"Brussels, Brussels-Capital Region, Belgium",Belgium
28999,International Association for Statistical Education,"The Hague, WI, Netherlands",Netherlands
29000,Azerbaijan State University of Culture and Art,Baku,Baku
29002,"Waraqat: Jurnal Ilmu-Ilmu Keislaman, STAI As-Sunnah","Kecamatan Tanjung Morawa, Deli Serdang, Indonesia",Indonesia
29003,"Jurnal AgroSainTa: Widyaiswara Membangun Bangsa, Pusat Pelatihan Pertanian, Kementerian Pertanian","Jakarta Selatan, Jakarta, Indonesia",Indonesia
29004,KULLIYAT Osmanli Arastirmalari Dergisi,"Merkez, Elazig, Turkey",Turkey
29005,STTII Yogyakarta,"Yogyakarta, D.I. Yogyakarta, Indonesia",Indonesia
29009,Institute of Eastern European Research and Consulting,"Kharkiv, Ukraine",Ukraine
29011,Asociacion Archiveros de Castilla y Leon,"Cristobal de la Cuesta, Spain",Spain
29013,STAI Darul Kamal NW Kembang Kerang,"Aikmel Selong Lombok Timur, Nusa Tenggara Barat, Indonesia",Indonesia
29014,International Journal of Pharmaceutics & Drug Research,"Sambalpur, Odisha, India",India
29015,Asia Social Science Academy,"Soksan, Yangsan, Gyeongsangnam-do, South Korea",South Korea
29016,"Socio-Cultural Awareness Human & Resources Advancement Association (SAHARAA), Pakistan",,
29017,"Bioenergy Studies, Black Sea Agricultural Research Institute","Samsun, Turkey",Turkey
29018,"Veterinarski fakultet, Univerzitet u Sarajevu","Sarajevo, BiH, Bosnia and Herzegovina",Bosnia and Herzegovina
29019,Noncommercial Organization - Institution of Forensic Construction and Technological Expertise,"Tolyatti, Russia",Russia
29020,Mordovian State Pedagogical University named after M. E. Evseviev,"Saransk, Russia",Russia
29021,Ciencia Scientific Publisher Pvt. Ltd,"Mumbai, Maharashtra, India",India
29022,LENTERA KAJI,"Bekasi, West Java, Indonesia",Indonesia
29023,International Journal of Educational Research & Social Sciences (IJERSC),"Labuan Batu, Sumatra Utara, Indonesia",Indonesia
29024,Mesned Ilahiyat Arastirmalari Dergisi,"Malatya, Turkey",Turkey
29026,"Department of Architecture and Planning, NED University of Engineering and Technology",Karachi,Karachi
29028,Editic,"Bogota, Bogota, Colombia",Colombia
29031,LLC AGROMASHPRO,"Moscow, Russia",Russia
29032,The Korean Association of Rehabilitation and Bankruptcy Law,"Jung-gu, Seoul, South Korea",South Korea
29033,Sekolah Tinggi Teologi Yerusalem Baru Manado,"Manado, North Sulawesi, Indonesia",Indonesia
29034,STIT Darul Fattah Bandar Lampung,"Bandar Lampung, Lampung, Indonesia",Indonesia
29035,Konsorsium Cendekiawan Indonesia,"Bekasi, Jawa Barat, Indonesia",Indonesia
29036,Lietuvos nacionaline Martyno Mazvydo biblioteka,"Vilnius, Lithuania",Lithuania
29037,Korean Youth Counseling Association,"Seocho-gu, Seoul, South Korea",South Korea
29038,Svensk Teologisk Kvartalskrift,"Lund, Sweden",Sweden
29039,Jurnal Ilmiah Teunuleh,"Meulaboh, Aceh, Indonesia",Indonesia
29040,Sociological szemle,Hungary,Hungary
29041,Col.legi Oficial de Psicologia de la Comunitat Valenciana,"Valencia, Spain",Spain
29042,"Journal of Womens Research-ATAKAD, Ataturk University","Erzurum, Digerleri, Turkey",Turkey
29043,EKOlab,"Electrogorsk, Russia",Russia
29044,Nic Art,"St. Petersburg, Russia",Russia
29048,Metropolitan University Prague,"Praha 10, Czech Republic",Czech Republic
29049,"Organisation of Academic Scholars, Institutions, and Societies (OASIS)","Wuse II, Abuja",Abuja
29050,Management & Business Academy,"Harrow Weald, Middlesex, United Kingdom",United Kingdom
29052,OM Consulting Limited,"Wellington, New Zealand",New Zealand
29058,"OpenScience, Research Group Omnibus","Moscow, Russia",Russia
29059,Journal of International Museum Education,"Kayseri, Turkey",Turkey
29060,International Centre Art and Education,"Moscow, Russia",Russia
29062,The Korean Association For Thinking Development,"Andong-si, Gyeongsangbuk-do, South Korea",South Korea
29063,Agency of Advanced Scientific Research,"Severnyy, Russia",Russia
29064,MCPHS University Library,United States,United States
29065,HAR PRESS INDONESIA,"Gowa, South Sulawesi, Indonesia",Indonesia
29066,"Law and State Journal, M. Narikbayev KAZGUU University",Nur-Sultan,Nur-Sultan
29068,Instytut Rozwoju Miast i Regionow,"Krakow, Poland",Poland
29069,"Journal of the NB BSTU named after Shukhov: MechMath, BSTU n. a. V G Shukhov (Novorossiysk Branch)","Novorossiysk, Russia",Russia
29070,Asosiasi Staf Akademik Perguruan Tinggi Seluruh Indonesia (ASASI),"Bekasi, Jawa Barat, Indonesia",Indonesia
29071,Fundacion VECA,"Granada, Spain",Spain
29072,Asosiasi Peneliti Sriwijaya,"Palembang, Sumatera Selatan, Indonesia",Indonesia
29074,Hermandad de Sacerdotes Operarios Diocesanos,"Madrid, Spain",Spain
29075,NCSL International,"Boulder, CO, United States",United States
29076,"Kosuyolu Heart Journal, Health Sciences University","Istanbul, Turkey",Turkey
29077,SUNTEXT REVIEWS LLC,"Bentonville, AR, United States",United States
29079,Arabian Gulf University,"Manama, Bahrain",Bahrain
29081,Fundacja Instytut Spraw Administracji Publicznej,"Lublin, Poland",Poland
29082,Veleuciliste u Sibeniku,"Sibenik, Croatia",Croatia
29083,Ayurveda Medical Development and Research Foundation (AMDRF),Kirtipur Metropolitan City,Kirtipur Metropolitan City
29085,Ayurveda Campus IOM,"Kirtipur, Kathmandu",Kathmandu
29086,"Korea Speech, Media & Communication Association","Jongno-gu, Seoul, South Korea",South Korea
29087,Journal of Teaching History in School,"Moscow, Russia",Russia
29088,Perkumpulan Kualitama Edukatika Indonesia,"Semarang, Jawa Tengah, Indonesia",Indonesia
29089,E-Journal of Law,"Izmit, Kocaeli, Turkey",Turkey
29090,Slavic Greek Latin Academy,"Moscow, Russia",Russia
29098,Society for Social Sciences and Research Association,Karachi,Karachi
29099,Conservatorio del Tolima,"Ibague, Tolima, Colombia",Colombia
29100,First10EM,"Toronto, ON, Canada",Canada
29101,Graduate School of Economics and Management,"Nyon, Switzerland",Switzerland
29102,Institut Agama Kristen Negeri Manado,"Pineleng, Minahasa,, Sulawesi Utara, Indonesia",Indonesia
29103,Al-Ramzan Trust,,
29104,"Artium, Hasan Kalyoncu University","Sehitkamil, Gaziantep, Turkey",Turkey
29106,Korean Society of Gastrointestinal Surgery,South Korea,South Korea
29109,Associacao Brasileira de Harmonizacao OroFacial,Brazil,Brazil
29111,Sebha University,"Sebha City, Sebha, Libya",Libya
29112,Auricle Global Society of Education and Research,"Bikaner, Rajasthan, India",India
29113,National Association of Scholars,"New York, NY, United States",United States
29114,The Korean Society of Geriatric Neurosurgery,"Seoul, South Korea",South Korea
29115,Universitas Nahdlatul Wathan Mataram,"Mataram, Nusa Tenggara Barat, Indonesia",Indonesia
29118,STAI Serdang Lubuk Pakam,"Deli Serdang, Sumatera Utara, Indonesia",Indonesia
29120,Interregional social organization National Tourism Academy,"Saint-Petersburg, Russia",Russia
29121,"Ophiussa, Revista do Centro de Arqueologia da Universidade de Lisboa","Lisboa, Portugal",Portugal
29122,Poltorak,"St. Petersburg, Russia",Russia
29123,Federal State-Financed Scientific Institution State Institute for Art Studies,"Moscow, Russia",Russia
29125,"Center for Support of Horticultural, Horticultural Societies and Garage Cooperatives","Tyumen, Russia",Russia
29126,Institut Agama Islam Nahdlatul Ulama (IAINU) Tuban,"Tuban, Jawa Timur, Indonesia",Indonesia
29127,Ekonomski fakultet u Osijeku,"Osijek, Croatia",Croatia
29128,Sekolah Tinggi Ilmu Kesehatan Tamalatea Makassar,"Makassar, South Sulawesi, Indonesia",Indonesia
29130,Quarterly Journal Fides et Ratio,"Warsaw, Poland",Poland
29132,Kultura - Polis,"Temerin, Serbia",Serbia
29133,College Of Intensive Care Medicine Of Australia And New Zealand,"Prahran, VIC, Australia",Australia
29134,SERDI,"Auzeville Tolosane, France",France
29135,Public Health Scotland,"Edinburgh, Midlothian, United Kingdom",United Kingdom
29136,Sekolah Tinggi Teologi Studi Alkitab untuk Pengembangan Pedesaan Indonesia,"Kabupaten Cianjur, Jawa Barat, Indonesia",Indonesia
29138,"University of Texas Rio Grande Valley, University Library","Edinburg, TX, United States",United States
29140,Hermeneutische Blatter,Switzerland,Switzerland
29141,Journal of Quantitative Description: Digital Media,Switzerland,Switzerland
29142,Stanford Computational Antitrust,"Amsterdam, Netherlands",Netherlands
29143,G. Giappichelli Editore srl,"Torino, Italy",Italy
29144,Fakultas Ilmu Pendidikan Kristen,"Kota Ambon, Provinsi Maluku, Indonesia",Indonesia
29145,Revista Semestral de Direito Economico,"Centro, Farroupilha, RS, Brazil",Brazil
29146,Sekolah Tinggi Teologi Reformed Injili Internasional,"Jakarta Pusat, DKI Jakarta, Indonesia",Indonesia
29147,Mukhin M.N. Publisher,"Perm, Russia",Russia
29148,Sanare - revista de Politicas Publicas,"Centro-Sobral, CE, Brazil",Brazil
29151,Base de Dados Cientificos da UFPR,"Curitiba, Parana, Brazil",Brazil
29152,Association for Business Development and Non-Commercial Projects Holding-Spectrum (St. Petersburg),"St. Petersburg, Russia",Russia
29153,"Jurnal Ayurveda Medistra, Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia","Bekasi, Jawa Barat, Indonesia",Indonesia
29158,Association &quot;Professional Analytics of Autopoiesis Systems&quot;,"Togliatti, Samara Region, Russia",Russia
29159,The Bhopal School of Social Sciences,"Bhopal, Madhya Pradesh, India",India
29160,The North African Journal of Food and Nutrition Research (NAJFNR),"Sidi Bel Abbes, Algeria",Algeria
29162,The Ben Gurion University of the Negev,"Midreshet Ben Gurion, Israel",Israel
29163,Journal of Sports Science and Medicine,"Bursa, Turkey",Turkey
29164,Islamski pedagoski fakultet Univerziteta u Zenici,"Zenica, Bosnia and Herzegovina",Bosnia and Herzegovina
29165,Eskisehir Osmangazi Universitesi Ilahiyat Fakultesi Dergisi,"Eskisehir, Turkey",Turkey
29166,Jan Sramek Verlag KG,"Wien, Austria",Austria
29168,Junior Academy of Sciences of Ukraine,Ukraine,Ukraine
29170,Khortytsia National Educational Rehabilitation Academy,Ukraine,Ukraine
29171,Annamalai University,"Annamalai, Tamil Nadu, India",India
29173,Advances in Weed Science,"Londrina, Estado do Parana, Brazil",Brazil
29178,"Research Institute for Subtropical Agriculture and Biotechnology, Jeju National University","Seogwipo-si, Jeju-do, South Korea",South Korea
29179,Centralne Laboratorium Kryminalistyczne Policji,"Warszawa, Mazowieckie, Poland",Poland
29180,Revista Cientifica Interdisciplinar Multiplos Acessos,"Bom Jesus do Itabapoana, RJ, Brazil",Brazil
29181,"Canadian Journal of Health Technologies, CADTH","Ottawa, ON, Canada",Canada
29182,Journal of Research in Education and Society,"Ankara, Yenimahalle, Turkey",Turkey
29183,STAI Pelabuhanratu,"Sukabumi, Jawa Barat, Indonesia",Indonesia
29184,International Society of Educational Research,"Cankaya, Ankara, Turkey",Turkey
29185,Journal of Language Research,"Samsun, Turkey",Turkey
29186,Management Control Review,"Recife, PE, Brazil",Brazil
29187,Universitas Panca Sakti Bekasi,"Bekasi, Jawa Barat, Indonesia",Indonesia
29188,Gazi Husrev-begova biblioteka Sarajevo,"Sarajevo, Bosnia and Herzegovina",Bosnia and Herzegovina
29189,Triatma Mulya University,"Dalung, Kuta Utara, Badung, Bali, Indonesia",Indonesia
29190,STIKES Bhakti Husada Bengkulu,"Ratu Agung Bengkulu, Bengkulu, Indonesia",Indonesia
29191,STIMIK Bina Bangsa,"Kendari, Sulawesi Tenggara, Indonesia",Indonesia
29192,Sekolah Tinggi Teologi Excelsius,"Surabaya, Jawa Timur, Indonesia",Indonesia
29193,Turkish Business Journal,"Tusba, Van, Turkey",Turkey
29194,Revista INGI - Indicacao Geografica e Inovacao,"Aracaju, SE, Brazil",Brazil
29195,Fundacao de Ensino e Pesquisa em Ciencias da Saude,"Brasilia, DF, Brazil",Brazil
29196,"Tashwirul Afkar, Lembaga Kajian dan Pengembangan Sumberdaya Manusia, Pengurus Besar Nahdlatul Ulama","Menteng Dalam, Tebet, Jakarta Selatan, Indonesia",Indonesia
29198,ID Solutions Publisher,"Denpasar, Bali, Indonesia",Indonesia
29219,University of Baghdad - College of Islamic Sciences,"Baghdad, Alawi, Iraq",Iraq
29220,Petroleum Research and Development Center (PRDC),"Baghdad, Iraq",Iraq
29221,American Society of Regional Anesthesia and Pain Medicine,"Pittsburgh, PA, United States",United States
29223,Academic Journal Publishing,Samarkand City,Samarkand City
29224,Ecuadorian Society of Pediatrics,"Quito, Pichincha, Ecuador",Ecuador
29225,Fundacion Universitaria Espanola,"Madrid, Spain",Spain
29228,Perkumpulan Pengelola Jurnal Bahasa dan Sastra Indonesia serta Pengajarannya (PPJBSIP),"Jakarta Timur, DKI Jakarta, Indonesia",Indonesia
29230,Tusla: Child and Family Agency,"Dublin 8, Ireland",Ireland
29232,AJER Publishing,Nairobi,Nairobi
29233,Universidad Nacional Tecnologica de Lima Sur,"Villa El Salvador, Lima, Peru",Peru
29234,Marine and Life Sciences,"Iskenderun, Hatay, Turkey",Turkey
29235,International Journal of Epidemiology and Health Sciences,"Rotterdam, Netherlands",Netherlands
29237,"Turkish Veterinary Journal, Sivas Cumhuriyet University","Siva, Turkey",Turkey
29238,Universitas Panca Marga,"Kabupaten Probolinggo, Jawa Timur, Indonesia",Indonesia
29239,The Global Academia Publisher,"Malang, East Java, Indonesia",Indonesia
29240,"Journal of Cumhuriyet University Health Sciences Institute, Sivas Cumhuriyet University","Sivas, Turkey",Turkey
29241,Early Modern Low Countries,"Nijmegen, Netherlands",Netherlands
